symbol,queriedSymbol,period,strongBuy,buy,hold,sell,strongSell
VHI.TO,VHIBF,2024-05-01,3,6,1,0,0
A4N.AX,ALHPF,2024-08-01,1,3,1,0,0
A4N.AX,ALHPF,2024-07-01,1,3,1,0,0
A4N.AX,ALHPF,2024-06-01,1,3,1,0,0
A4N.AX,ALHPF,2024-05-01,1,3,1,0,0
TSCO,TSCO,2024-08-01,7,14,14,3,0
TSCO,TSCO,2024-07-01,7,14,15,2,0
TSCO,TSCO,2024-06-01,7,14,15,2,0
TSCO,TSCO,2024-05-01,7,14,15,2,0
DUK,DUK,2024-08-01,4,8,12,0,0
DUK,DUK,2024-07-01,4,8,12,0,0
DUK,DUK,2024-06-01,4,8,12,0,0
DUK,DUK,2024-05-01,4,9,11,0,0
HOTH,HOTH,2024-08-01,2,5,1,0,0
HOTH,HOTH,2024-07-01,2,5,1,0,0
HOTH,HOTH,2024-06-01,2,5,1,0,0
HOTH,HOTH,2024-05-01,2,5,1,0,0
DCBO.TO,DCBO,2024-08-01,3,12,1,0,0
DCBO.TO,DCBO,2024-07-01,3,12,1,0,0
DCBO.TO,DCBO,2024-06-01,3,11,1,0,0
DCBO.TO,DCBO,2024-05-01,3,10,1,0,0
AIF.TO,ASGTF,2024-08-01,1,5,7,0,0
AIF.TO,ASGTF,2024-07-01,1,5,7,0,0
AIF.TO,ASGTF,2024-06-01,1,5,7,0,0
AIF.TO,ASGTF,2024-05-01,1,5,7,0,0
9508.T,KYSEF,2024-08-01,1,3,5,0,0
9508.T,KYSEF,2024-07-01,1,3,5,0,0
9508.T,KYSEF,2024-06-01,1,3,5,0,0
9508.T,KYSEF,2024-05-01,1,3,5,0,0
AEX.L,AEXFF,2022-09-01,3,5,1,0,0
AEX.L,AEXFF,2022-08-01,3,5,1,0,0
AEX.L,AEXFF,2022-07-01,3,5,1,0,0
AEX.L,AEXFF,2022-06-01,3,5,1,0,0
6060.HK,ZZHGF,2024-08-01,7,11,3,0,0
6060.HK,ZZHGF,2024-07-01,8,11,3,0,0
6060.HK,ZZHGF,2024-06-01,8,11,3,0,0
6060.HK,ZZHGF,2024-05-01,8,11,3,0,0
DOCU,DOCU,2024-08-01,4,6,17,2,0
DOCU,DOCU,2024-07-01,4,7,18,2,0
DOCU,DOCU,2024-06-01,4,7,18,2,0
DOCU,DOCU,2024-05-01,4,7,18,2,0
NEC.AX,NNMTF,2024-08-01,2,7,5,0,0
NEC.AX,NNMTF,2024-07-01,2,7,5,0,0
NEC.AX,NNMTF,2024-06-01,2,7,5,0,0
NEC.AX,NNMTF,2024-05-01,2,7,5,0,0
425.HK,MNTHF,2024-08-01,8,15,1,0,0
425.HK,MNTHF,2024-07-01,8,14,1,0,0
425.HK,MNTHF,2024-06-01,8,14,1,0,0
425.HK,MNTHF,2024-05-01,8,13,1,0,0
LILA,LILA,2024-08-01,3,5,4,0,0
LILA,LILA,2024-07-01,3,6,3,0,0
LILA,LILA,2024-06-01,3,6,3,0,0
LILA,LILA,2024-05-01,3,5,4,0,0
FNV.TO,FNV,2024-08-01,5,8,8,1,0
FNV.TO,FNV,2024-07-01,5,8,8,1,0
FNV.TO,FNV,2024-06-01,5,8,8,1,0
FNV.TO,FNV,2024-05-01,5,7,8,1,0
SPOK,SPOK,2024-08-01,2,4,1,0,0
SPOK,SPOK,2024-07-01,2,4,1,0,0
SPOK,SPOK,2024-06-01,2,4,1,0,0
SPOK,SPOK,2024-05-01,2,4,1,0,0
601811.SS,SHXWF,2024-08-01,1,3,1,0,0
601811.SS,SHXWF,2024-07-01,1,3,1,0,0
601811.SS,SHXWF,2024-06-01,1,3,1,0,0
601811.SS,SHXWF,2024-05-01,1,3,1,0,0
ITW,ITW,2024-08-01,1,2,13,9,2
ITW,ITW,2024-07-01,1,2,13,9,2
ITW,ITW,2024-06-01,1,2,13,9,2
ITW,ITW,2024-05-01,1,2,13,9,2
RMS.PA,HESAF,2024-08-01,5,11,11,0,1
RMS.PA,HESAF,2024-07-01,5,9,12,0,1
RMS.PA,HESAF,2024-06-01,5,9,12,0,1
RMS.PA,HESAF,2024-05-01,3,9,13,0,1
CSW.A.TO,CBYDF,2021-12-01,0,0,3,1,3
CSW.A.TO,CBYDF,2021-11-01,0,0,3,1,3
CSW.A.TO,CBYDF,2021-10-01,0,0,3,1,3
CSW.A.TO,CBYDF,2021-09-01,0,0,3,1,3
KTO.V,KTGDF,2021-12-01,3,5,1,0,0
KTO.V,KTGDF,2021-11-01,3,5,1,0,0
KTO.V,KTGDF,2021-10-01,3,5,1,0,0
KTO.V,KTGDF,2021-09-01,3,5,1,0,0
TLC.AX,LTRCF,2024-08-01,3,8,8,0,0
TLC.AX,LTRCF,2024-07-01,3,9,6,0,0
TLC.AX,LTRCF,2024-06-01,2,8,8,0,0
TLC.AX,LTRCF,2024-05-01,2,7,9,0,0
SF.ST,STLFF,2024-08-01,4,9,5,0,0
SF.ST,STLFF,2024-07-01,5,10,3,0,0
SF.ST,STLFF,2024-06-01,5,10,3,0,0
SF.ST,STLFF,2024-05-01,5,10,3,0,0
2413.T,MTHRF,2024-08-01,1,6,9,2,0
2413.T,MTHRF,2024-07-01,1,7,8,3,0
2413.T,MTHRF,2024-06-01,1,7,8,3,0
2413.T,MTHRF,2024-05-01,1,7,9,2,0
716.HK,SNGSF,2021-12-01,0,0,3,3,1
716.HK,SNGSF,2021-11-01,0,0,3,3,1
716.HK,SNGSF,2021-10-01,0,0,3,3,1
716.HK,SNGSF,2021-09-01,0,0,3,3,1
7172.T,JIACF,2024-08-01,1,3,1,0,0
7172.T,JIACF,2024-07-01,1,3,1,0,0
7172.T,JIACF,2024-06-01,1,3,1,0,0
7172.T,JIACF,2024-05-01,1,3,1,0,0
SSPG.L,SSPPF,2024-08-01,5,10,4,1,0
SSPG.L,SSPPF,2024-07-01,5,10,3,1,0
SSPG.L,SSPPF,2024-06-01,5,11,3,0,0
SSPG.L,SSPPF,2024-05-01,6,10,3,0,0
TH.TO,THTX,2024-08-01,3,6,1,0,0
TH.TO,THTX,2024-07-01,3,6,1,0,0
TH.TO,THTX,2024-06-01,3,6,2,0,0
TH.TO,THTX,2024-05-01,3,6,2,0,0
BCBP,BCBP,2024-08-01,3,3,4,0,0
BCBP,BCBP,2024-07-01,3,3,4,0,0
BCBP,BCBP,2024-06-01,3,3,4,0,0
BCBP,BCBP,2024-05-01,3,3,4,0,0
LOW,LOW,2024-08-01,7,12,19,2,0
LOW,LOW,2024-07-01,7,12,19,2,0
LOW,LOW,2024-06-01,7,12,19,2,0
LOW,LOW,2024-05-01,7,12,19,2,0
VCSA,VCSA,2024-08-01,2,4,7,0,0
VCSA,VCSA,2024-07-01,2,4,7,0,0
VCSA,VCSA,2024-06-01,2,4,8,0,0
VCSA,VCSA,2024-05-01,2,4,8,0,0
CTVA,CTVA,2024-08-01,6,15,8,0,0
CTVA,CTVA,2024-07-01,6,16,8,0,0
CTVA,CTVA,2024-06-01,6,17,7,0,0
CTVA,CTVA,2024-05-01,6,17,7,0,0
XAIR,XAIR,2024-08-01,3,6,2,0,0
XAIR,XAIR,2024-07-01,3,7,2,0,0
XAIR,XAIR,2024-06-01,4,7,1,0,0
XAIR,XAIR,2024-05-01,4,7,1,0,0
NHF.AX,NIBHF,2024-08-01,2,6,7,0,0
NHF.AX,NIBHF,2024-07-01,2,5,8,0,0
NHF.AX,NIBHF,2024-06-01,2,5,8,1,0
NHF.AX,NIBHF,2024-05-01,2,5,8,0,0
AMSC,AMSC,2024-08-01,3,5,1,0,0
AMSC,AMSC,2024-07-01,3,5,1,0,0
AMSC,AMSC,2024-06-01,3,5,1,0,0
AMSC,AMSC,2024-05-01,3,5,1,0,0
1810.HK,XIACF,2024-08-01,10,20,5,1,0
1810.HK,XIACF,2024-07-01,10,19,6,1,0
1810.HK,XIACF,2024-06-01,12,18,6,1,0
1810.HK,XIACF,2024-05-01,11,19,4,2,0
ZC.V,ZTMUF,2022-05-01,2,4,1,0,0
ZC.V,ZTMUF,2022-04-01,2,4,1,0,0
ZC.V,ZTMUF,2022-03-01,2,4,1,0,0
ZC.V,ZTMUF,2022-02-01,2,4,1,0,0
000166.SZ,SHHGF,2024-08-01,0,0,4,3,1
000166.SZ,SHHGF,2024-07-01,0,0,4,3,1
000166.SZ,SHHGF,2024-06-01,0,0,4,3,1
000166.SZ,SHHGF,2024-05-01,0,0,3,3,1
UBAB,UBAB,2024-08-01,3,3,1,0,0
UBAB,UBAB,2024-07-01,3,3,1,0,0
UBAB,UBAB,2024-06-01,3,3,1,0,0
UBAB,UBAB,2024-05-01,3,3,1,0,0
MOON.V,BMOOF,2023-02-01,1,3,1,0,0
MOON.V,BMOOF,2023-01-01,1,3,1,0,0
MOON.V,BMOOF,2022-12-01,1,3,1,0,0
MOON.V,BMOOF,2022-11-01,1,3,1,0,0
52.HK,FRWDF,2021-12-01,0,0,3,2,3
52.HK,FRWDF,2021-11-01,0,0,3,2,3
52.HK,FRWDF,2021-10-01,0,0,3,2,3
52.HK,FRWDF,2021-09-01,0,0,3,2,3
PNDX B.ST,PNDXF,2024-08-01,2,3,3,0,0
PNDX B.ST,PNDXF,2024-07-01,2,3,2,1,0
PNDX B.ST,PNDXF,2024-06-01,2,3,2,1,0
PNDX B.ST,PNDXF,2024-05-01,2,3,2,1,0
PETQ,PETQ,2024-08-01,4,6,2,0,0
PETQ,PETQ,2024-07-01,4,6,2,0,0
PETQ,PETQ,2024-06-01,4,6,2,0,0
PETQ,PETQ,2024-05-01,4,6,2,0,0
ONEW,ONEW,2024-08-01,5,5,4,0,0
ONEW,ONEW,2024-07-01,5,5,4,0,0
ONEW,ONEW,2024-06-01,5,5,3,0,0
ONEW,ONEW,2024-05-01,5,5,3,0,0
BILD.V,BDCTF,2024-08-01,1,3,1,0,0
BILD.V,BDCTF,2024-07-01,1,3,1,0,0
BILD.V,BDCTF,2024-06-01,1,3,1,0,0
BILD.V,BDCTF,2024-05-01,1,3,1,0,0
CBRL,CBRL,2024-08-01,1,0,8,2,4
CBRL,CBRL,2024-07-01,1,0,8,2,4
CBRL,CBRL,2024-06-01,1,1,7,2,4
CBRL,CBRL,2024-05-01,1,1,7,2,4
ALIM,ALIM,2024-08-01,0,0,6,1,2
ALIM,ALIM,2024-07-01,0,0,6,1,2
ALIM,ALIM,2024-06-01,2,7,1,0,0
ALIM,ALIM,2024-05-01,2,7,1,0,0
PFLT,PFLT,2024-08-01,2,5,6,0,0
PFLT,PFLT,2024-07-01,2,5,6,0,0
PFLT,PFLT,2024-06-01,2,5,6,0,0
PFLT,PFLT,2024-05-01,2,5,6,0,0
SSE.L,SSEZF,2024-08-01,7,14,3,0,0
SSE.L,SSEZF,2024-07-01,7,14,3,0,0
SSE.L,SSEZF,2024-06-01,7,14,3,0,0
SSE.L,SSEZF,2024-05-01,7,13,4,0,0
HCA,HCA,2024-08-01,10,12,7,0,0
HCA,HCA,2024-07-01,10,12,7,0,0
HCA,HCA,2024-06-01,10,12,7,0,0
HCA,HCA,2024-05-01,9,12,7,0,0
7717.T,VCHYF,2024-08-01,2,3,2,0,0
7717.T,VCHYF,2024-07-01,2,3,2,0,0
7717.T,VCHYF,2024-06-01,2,3,2,0,0
7717.T,VCHYF,2024-05-01,1,3,3,0,0
IT,IT,2024-08-01,6,6,7,1,0
IT,IT,2024-07-01,6,6,7,1,0
IT,IT,2024-06-01,6,6,7,1,0
IT,IT,2024-05-01,6,6,6,1,0
